,val_loss,val_accuracy,loss,accuracy
28,0.9945050155765075,0.8167800307273865,0.01659123936697823,0.9949073791503906
29,1.0638524853993976,0.8077097535133362,0.020129030366546938,0.9940797090530396
30,0.9429192231085295,0.8256235718727112,0.027091493537826656,0.9913896918296814
31,1.041720943764494,0.8117913603782654,0.01316505706600115,0.9964593052864075
32,0.9856661186196637,0.823356032371521,0.020609452886741104,0.9935624003410339
33,0.9371754396529425,0.8111110925674438,0.0180880090107961,0.9945855140686035
34,1.0202758787981236,0.8163265585899353,0.011179675157864387,0.9966317415237427
35,0.9038546251872229,0.8360544443130493,0.014423356544443787,0.99579256772995
36,0.8777426523416221,0.8403627872467041,0.019742428511827597,0.9942521452903748
37,0.8990678426900418,0.8424036502838135,0.00779354890321459,0.9979652762413025
38,0.8522582609096623,0.8503401279449463,0.01875322787204729,0.99452805519104
39,0.9104436149672857,0.8462585210800171,0.012736051632663222,0.9962524175643921
40,0.9274472990273889,0.8321995735168457,0.012367255198517862,0.9964593052864075
41,0.8563439155652139,0.8455782532691956,0.014775568493735753,0.9955971240997314
42,0.9400542958253095,0.8387755155563354,0.0104985067437642,0.9966317415237427
43,0.9160294527910193,0.8392290472984314,0.014114926961348362,0.9955741763114929
44,0.9829867705736571,0.8290249705314636,0.010734543264184717,0.9968501925468445
45,0.9281317986328316,0.8356009125709534,0.01264827185729989,0.9963558316230774
46,1.0315742191003294,0.8095238208770752,0.00862334277102162,0.9975973963737488
47,0.869612827106398,0.839455783367157,0.01823755629118378,0.9943786263465881
48,0.8414823386944881,0.8596372008323669,0.006802377972529255,0.9978963136672974
49,0.808153900781186,0.8560090661048889,0.012012875227521388,0.9963903427124023
50,0.8102879460841891,0.8578231334686279,0.01199967388921151,0.9962639212608337
51,0.8095150635355994,0.8494331240653992,0.007972051977819009,0.9977468252182007
52,0.7248932544876929,0.866439938545227,0.011173007844141535,0.9967812299728394
53,0.7269069747048982,0.8564625978469849,0.012324848936550128,0.9962753653526306
54,0.773849455488512,0.8691610097885132,0.004162941591722922,0.9988274574279785
55,0.853031203752202,0.841269850730896,0.014056020471488474,0.995643138885498
56,0.9118021693629743,0.8564625978469849,0.006959037059025714,0.9980112314224243
57,1.0026101269419232,0.8321995735168457,0.007890380443261211,0.9977123737335205
58,0.8855960407630116,0.8526077270507812,0.009094067712896663,0.9973214864730835
59,0.8315538924026922,0.8594104051589966,0.011825064395579782,0.9965857863426208
60,0.8328927645337284,0.8630385398864746,0.0052126935481898,0.9984365701675415
61,0.7614834915213033,0.8619047403335571,0.013145079016308842,0.9958155751228333
62,0.7022921902522479,0.8748299479484558,0.009578235225306425,0.9973904490470886
63,0.7792872414026671,0.8684807419776917,0.0012503465308354698,0.9997010827064514
64,0.8375507361629382,0.8528344631195068,0.009818755392071513,0.9969421625137329
65,0.7557036225487586,0.8643990755081177,0.009327979197532974,0.9971490502357483
66,0.7760820511517341,0.8680272102355957,0.006787384421167909,0.9980916976928711
67,0.646844469595388,0.882993221282959,0.005526399393795159,0.9984135627746582
68,0.830685298756407,0.8560090661048889,0.009537792667830652,0.9971490502357483
69,0.7624862212442757,0.8705215454101562,0.006574909801617107,0.9980572462081909
70,0.8409936430502911,0.866439938545227,0.007041708478302248,0.9979652762413025
71,0.8687550752611658,0.861451268196106,0.005799616764947704,0.9983676075935364
72,0.7770953547657212,0.875283420085907,0.006076233839990533,0.9982181787490845
73,0.6640502422169493,0.884353756904602,0.007207810281068736,0.9977468252182007
74,0.6724338496082765,0.877097487449646,0.007419006332938427,0.9979077577590942
75,0.8044492169302337,0.8687074780464172,0.0047563015036752995,0.9984480738639832
76,0.8321808461564468,0.8544217944145203,0.01048708986165496,0.9968616962432861
77,0.7533437292051424,0.8721088171005249,0.006059091118210363,0.9981492161750793
78,0.7918661178104461,0.862811803817749,0.008014435701677924,0.9976089000701904
79,0.801156386739813,0.8594104051589966,0.004632218729724618,0.9987354874610901
80,0.7837153243099481,0.8716553449630737,0.006515334502918929,0.9980572462081909
81,0.6571492556812001,0.8897958993911743,0.0037945474466583307,0.9989883899688721
82,0.6208369673379694,0.8975056409835815,0.0002495836913333719,0.9999769926071167
83,0.6707398406232025,0.88117915391922,0.011294254815585878,0.9965397715568542
84,0.6613194015020686,0.8820861577987671,0.007346978479071925,0.9979422688484192
85,0.7007878627095904,0.8786848187446594,0.0010177891394682111,0.999747097492218
86,0.5773093765284739,0.8893424272537231,0.008159138029969856,0.9976663589477539
87,0.6366269179212263,0.8882086277008057,0.006488887352140954,0.9981032013893127
88,0.6632893967520352,0.877097487449646,0.0068418746972101875,0.9978502988815308
89,0.721695799270725,0.8804988861083984,0.002105065783471237,0.9993677139282227
90,0.6662874725670501,0.8863945603370667,0.0003940768059451916,0.9999310374259949
91,0.6624327174660299,0.8918367624282837,7.378216577430615e-05,1.0
92,0.6688402759244924,0.8925170302391052,4.1186608913109355e-05,1.0
93,0.6753083885662139,0.8929705023765564,3.0193238969275524e-05,1.0
94,0.6824722590359971,0.8927437663078308,2.3219712309070227e-05,1.0
95,0.6897031098266307,0.8925170302391052,1.7966127851287405e-05,1.0
96,0.696879035383125,0.8931972980499268,1.3892742433861599e-05,1.0
97,0.7039532129456397,0.8936507701873779,1.0705664944348305e-05,1.0
98,0.7109362662514321,0.8947845697402954,8.209935052134178e-06,1.0
99,0.7178950232713401,0.8954648375511169,6.261759977264186e-06,1.0
