,val_loss,val_accuracy,loss,accuracy
0,2.1825125143911834,0.34172335267066956,2.226075414662186,0.33473196625709534
1,1.7731064914846095,0.4911564588546753,1.030477992060141,0.67866051197052
2,1.6085458288928007,0.5582766532897949,0.5555008883176908,0.8311625719070435
3,1.4940158590978505,0.6088435649871826,0.36553019808573,0.8906298279762268
4,1.4833654384223782,0.6394557952880859,0.24953955426317287,0.9270597696304321
5,1.4861573547462756,0.6467120051383972,0.18810038529382275,0.9446826577186584
6,1.4714612067691863,0.6730158925056458,0.1442986859718299,0.957868218421936
7,1.3253052806097363,0.7149659991264343,0.11961311009266186,0.9643862843513489
8,1.2533742409714765,0.7258503437042236,0.09944381015468508,0.9706629514694214
9,1.262209245920722,0.7276644110679626,0.08463014144404218,0.9747324585914612
10,1.4348155482285687,0.722449004650116,0.07465054343723662,0.9776178598403931
11,1.232895259332765,0.7492063641548157,0.0675758298802979,0.9793766736984253
12,1.2373855643531904,0.7451246976852417,0.059237339860137225,0.982262134552002
13,1.1712207362495042,0.7612245082855225,0.06520905323670642,0.9804917573928833
14,1.1326713731770073,0.7784580588340759,0.04334105174000925,0.9872167706489563
15,1.0482021960001142,0.7925170063972473,0.042704923196560815,0.9873432517051697
16,1.1265814201631783,0.782086193561554,0.04192047514712847,0.9876076579093933
17,1.080937745836046,0.7927437424659729,0.037361408612780166,0.989067554473877
18,1.0777671859648221,0.7893424034118652,0.03645926038394425,0.9889296293258667
19,1.005625239440373,0.8104308247566223,0.0331587409932401,0.9900907278060913
20,1.0825767773619586,0.7988662123680115,0.02534700191312928,0.9923323392868042
21,1.0692941728903322,0.7877551317214966,0.036971590644807636,0.9883893132209778
22,0.9264325047296191,0.817460298538208,0.021754955451603938,0.9935508966445923
23,1.027729671233906,0.819727897644043,0.02738574526682516,0.991654098033905
24,1.1060578335439808,0.8052154183387756,0.022466418561586616,0.9934014678001404
25,1.0861133601660091,0.7984126806259155,0.020799775761052335,0.9939417839050293
26,1.025663208880392,0.803628146648407,0.02514848372507887,0.9923553466796875
27,0.8555075838452294,0.8433106541633606,0.022511616299554164,0.9932520389556885
